,vessel,datet,lat,lon,depth,depth_range,hours,mean_temp,std_temp
222,21,2018-10-23 22:07:45,42.1382,-69.6309,214.0,21.0,1.700,763.0,3.0
223,21,2018-10-14 14:58:04,42.0998,-69.9199,103.0,14.0,2.000,856.0,6.0
224,21,2018-10-15 10:00:31,42.5394,-69.9252,178.0,13.0,1.825,720.0,1.0
225,21,2018-10-31 22:31:52,43.1748,-69.5624,110.0,10.0,2.200,860.0,26.0
226,21,2018-10-23 16:07:23,42.299,-69.2732,214.0,25.0,1.725,810.0,2.0
227,21,2018-10-23 09:42:33,42.4032,-69.0908,181.0,18.0,1.925,726.0,3.0
228,21,2018-10-14 20:45:27,42.1421,-69.7984,151.0,15.0,2.025,739.0,11.0
229,21,2018-10-22 21:32:25,42.5625,-69.5116,214.0,12.0,1.750,851.0,4.0
230,21,2018-10-15 15:54:06,42.2279,-70.0484,98.0,6.0,1.975,897.0,15.0
231,23,2018-12-21 09:18:00,40.5027,-71.6059,77.0,7.0,272.125,1295.0,114.0
232,24,2018-12-20 15:56:00,42.6795,-70.36,64.0,8.0,0.867,756.0,5.0
233,24,2018-12-24 16:26:00,42.6623,-70.3834,66.0,9.0,1.533,759.0,8.0
234,24,2018-12-24 14:13:00,42.6775,-70.2963,141.0,22.0,1.950,807.0,1.0
235,24,2018-12-20 18:01:00,42.6817,-70.2962,138.0,22.0,1.200,793.0,0.0
