,vessel,datet,lat,lon,depth,depth_range,hours,mean_temp,std_temp
183,Vessel_19,2019-05-03 07:16:00,40.4354,-70.8146,84.0,7.0,824.3330000000001,5.62,0.31
184,Vessel_20,2019-01-03 12:14:00,42.9685,-69.954,214.0,21.0,7.275,8.19,0.11
185,Vessel_20,2019-01-03 20:00:00,42.9242,-69.9307,219.0,20.0,6.975,8.25,0.08
186,Vessel_20,2019-01-04 03:54:30,42.9407,-69.9225,218.0,29.0,7.1,8.19,0.09
187,Vessel_20,2019-01-04 14:01:30,42.9281,-69.9298,213.0,23.0,7.275,8.1,0.1
188,Vessel_20,2019-01-04 21:57:30,42.9184,-69.9422,210.0,33.0,7.175,8.03,0.06
189,Vessel_20,2019-01-05 08:27:30,42.9544,-69.9265,220.0,31.0,9.775,8.02,0.04
190,Vessel_20,2019-01-18 15:31:00,43.0089,-69.3041,195.0,32.0,6.875,8.32,0.04
191,Vessel_20,2019-01-18 22:47:00,42.9988,-69.311,193.0,32.0,6.475,8.31,0.04
192,Vessel_20,2019-01-19 06:59:30,43.6514,-70.2543,192.0,32.0,7.45,8.31,0.05
193,Vessel_20,2019-02-11 12:08:30,42.9537,-69.9393,210.0,30.0,5.575,8.09,0.02
194,Vessel_20,2019-02-11 18:47:00,42.952,-69.9475,206.0,33.0,5.875,8.09,0.02
195,Vessel_20,2019-02-12 01:37:00,43.0031,-69.9455,209.0,27.0,6.025,8.1,0.02
196,Vessel_20,2019-03-18 12:22:00,43.0269,-69.8745,205.0,26.0,4.075,7.81,0.07
197,Vessel_20,2019-03-18 19:56:00,42.9706,-69.7748,184.0,27.0,6.825,7.14,0.28
198,Vessel_20,2019-03-19 03:41:30,42.9694,-69.8902,216.0,26.0,6.025,7.9,0.08
199,Vessel_20,2019-03-19 11:18:00,42.9463,-69.8624,219.0,19.0,6.35,7.91,0.07
200,Vessel_20,2019-03-19 18:30:30,42.9868,-69.7907,204.0,33.0,6.4,7.57,0.33
201,Vessel_20,2019-05-08 17:42:00,42.958,-69.8562,213.0,33.0,5.85,7.78,0.11
202,Vessel_20,2019-05-09 00:03:30,42.9157,-69.9416,214.0,29.0,4.45,7.78,0.09
203,Vessel_20,2019-05-09 09:38:00,42.8967,-69.9137,219.0,25.0,8.55,7.86,0.03
204,Vessel_21,2019-03-19 22:12:42,42.8517,-70.1424,99.0,9.0,1.575,4.34,0.0
205,Vessel_21,2019-11-04 04:25:23,42.5719,-67.6661,198.0,6.0,1.6,9.88,0.01
206,Vessel_21,2019-11-05 05:15:06,42.2194,-70.0583,96.0,6.0,1.925,8.39,0.02
207,Vessel_23,2019-01-10 18:37:30,40.503,-71.6022,77.0,2.0,488.4,11.33,1.02
208,Vessel_23,2019-01-26 14:24:30,40.366,-71.7218,78.0,6.0,378.925,9.67,1.31
209,Vessel_23,2019-02-11 14:18:30,40.3433,-71.64699999999999,83.0,3.0,382.45,10.61,1.57
210,Vessel_23,2019-03-05 16:37:00,40.3418,-71.65,82.0,8.0,529.7,10.91,1.12
211,Vessel_23,2019-04-05 12:01:00,40.3418,-71.6463,83.0,2.0,738.525,8.61,1.32
212,Vessel_23,2019-05-08 08:31:30,40.3416,-71.6492,83.0,2.0,787.575,6.46,1.01
213,Vessel_24,2019-04-17 12:57:00,42.6621,-70.3804,64.0,10.0,2.783,4.2,0.13
214,Vessel_26,2019-03-09 07:59:00,42.6077,-70.6612,116.0,15.0,1.8330000000000002,6.69,0.15
215,Vessel_26,2019-03-13 21:05:00,42.8604,-70.1447,86.0,8.0,6.267,4.41,0.09
216,Vessel_28,2019-03-30 09:16:00,40.0364,-70.1196,174.0,22.0,38.3,12.7,0.08
217,Vessel_28,2019-04-05 17:59:00,40.0354,-70.1166,174.0,5.0,150.917,12.26,0.35
218,Vessel_28,2019-04-07 15:07:00,40.0357,-70.1158,174.0,20.0,42.733000000000004,12.37,0.23
219,Vessel_28,2019-04-12 18:09:00,40.0371,-70.1185,175.0,26.0,121.35,12.71,0.23
220,Vessel_28,2019-04-25 20:29:00,40.0363,-70.1215,179.0,12.0,172.15,12.74,0.22
221,Vessel_28,2019-05-17 04:34:00,40.0362,-70.1237,176.0,13.0,11.117,12.74,0.04
222,Vessel_28,2019-06-19 12:32:00,42.1034,-67.2253,52.0,7.0,13.433,7.6,1.18
223,Vessel_29,2019-10-25 19:25:00,42.9357,-70.422,56.0,0.0,0.067,13.12,0.35
224,Vessel_3,2019-04-26 00:12:16,41.0924,-71.5879,41.0,0.0,0.025,6.19,0.0
225,Vessel_3,2019-05-07 11:21:54,41.1836,-71.4169,44.0,5.0,1.475,6.49,0.28
226,Vessel_3,2019-05-22 10:18:57,41.1912,-71.5097,41.0,1.0,0.15,8.92,0.14
227,Vessel_3,2019-06-09 11:44:27,41.1811,-71.5168,42.0,5.0,0.575,9.52,0.07
228,Vessel_3,2019-06-19 11:28:31,41.1267,-71.5071,30.0,2.0,0.15,11.96,0.1
229,Vessel_3,2019-06-21 11:16:32,41.2226,-71.5213,44.0,7.0,2.125,11.53,0.46
230,Vessel_3,2019-08-16 12:36:31,40.9981,-71.51899999999999,53.0,1.0,0.1,10.03,0.01
231,Vessel_3,2019-08-26 11:32:01,41.1112,-71.6157,30.0,1.0,0.05,18.27,0.0
232,Vessel_3,2019-09-24 11:05:39,41.1817,-71.5219,42.0,1.0,0.15,15.55,0.13
233,Vessel_3,2019-09-30 17:23:06,41.0307,-71.4853,50.0,5.0,1.6,10.97,0.33
234,Vessel_3,2019-10-01 12:47:46,41.0345,-71.5249,50.0,6.0,1.8,12.1,0.21
235,Vessel_3,2019-10-01 15:03:07,41.0385,-71.5226,49.0,6.0,1.725,12.05,0.1
236,Vessel_3,2019-10-01 17:25:25,41.0347,-71.5301,49.0,7.0,1.725,11.82,0.25
237,Vessel_3,2019-10-08 12:19:04,41.0323,-71.4921,50.0,4.0,1.25,12.75,0.39
238,Vessel_3,2019-10-08 14:25:56,41.0375,-71.4826,50.0,7.0,1.525,12.88,0.27
239,Vessel_3,2019-10-08 17:26:59,41.1933,-71.4147,45.0,7.0,1.35,15.23,0.22
240,Vessel_3,2019-10-13 12:22:37,41.053999999999995,-71.5266,46.0,6.0,1.6,16.38,0.04
241,Vessel_3,2019-10-13 14:29:59,41.0358,-71.4894,50.0,6.0,1.6,16.34,0.05
242,Vessel_3,2019-10-13 17:02:08,41.004,-71.4882,53.0,6.0,1.925,16.37,0.07
243,Vessel_3,2019-10-14 12:03:35,41.1857,-71.4219,44.0,7.0,1.55,16.34,0.02
244,Vessel_3,2019-10-14 14:07:19,41.2012,-71.4185,44.0,5.0,1.35,16.35,0.02
245,Vessel_3,2019-10-14 15:57:39,41.1899,-71.4144,44.0,6.0,0.925,16.34,0.02
246,Vessel_3,2019-10-15 12:08:28,41.187,-71.4219,44.0,6.0,1.425,16.34,0.03
247,Vessel_3,2019-10-15 14:03:43,41.2006,-71.4198,44.0,4.0,1.275,16.32,0.03
248,Vessel_3,2019-10-15 15:56:16,41.1856,-71.4161,46.0,7.0,1.375,16.3,0.02
249,Vessel_3,2019-10-16 12:09:40,41.1838,-71.4159,46.0,7.0,1.35,16.29,0.01
250,Vessel_3,2019-10-16 14:05:06,41.2007,-71.4118,45.0,7.0,1.4,16.29,0.02
251,Vessel_3,2019-10-20 12:10:06,41.1851,-71.4219,44.0,5.0,1.325,16.19,0.05
252,Vessel_3,2019-10-20 14:00:59,41.1985,-71.4115,44.0,7.0,1.225,16.28,0.06
253,Vessel_3,2019-10-20 16:12:28,41.2719,-71.4966,47.0,5.0,1.05,15.87,0.01
254,Vessel_3,2019-10-24 14:29:04,41.038999999999994,-71.4658,49.0,7.0,0.725,15.9,0.01
255,Vessel_3,2019-10-24 16:04:27,41.0319,-71.5309,49.0,5.0,1.0,15.87,0.02
256,Vessel_3,2019-10-24 18:01:58,41.0662,-71.5783,43.0,5.0,0.85,15.73,0.02
257,Vessel_3,2019-10-25 12:15:10,41.0567,-71.5689,45.0,5.0,0.9,15.82,0.02
258,Vessel_3,2019-10-25 14:09:12,41.0676,-71.5691,43.0,6.0,0.825,15.82,0.03
259,Vessel_3,2019-10-25 15:53:32,41.0591,-71.566,44.0,5.0,0.825,15.81,0.02
260,Vessel_3,2019-10-25 17:50:12,41.068000000000005,-71.5647,42.0,6.0,0.7,15.81,0.03
261,Vessel_3,2019-10-26 11:55:42,41.1921,-71.4216,45.0,4.0,1.2,15.85,0.03
